Entity,Code,Year,Gas Consumption - TWh
Asia Pacific,,1985,1086.3900308333334
Asia Pacific,,1986,1186.077412777778
Asia Pacific,,1987,1259.0136233333333
Asia Pacific,,1988,1342.710006388889
Asia Pacific,,1989,1409.2747855555556
Asia Pacific,,1990,1520.1904127777775
Asia Pacific,,1991,1667.9393213888889
Asia Pacific,,1992,1781.3179436111109
Asia Pacific,,1993,1866.5713466666664
Asia Pacific,,1994,2031.9698102777777
Asia Pacific,,1995,2128.460814722222
Asia Pacific,,1996,2323.7407083333333
Asia Pacific,,1997,2510.746723333333
Asia Pacific,,1998,2567.8117086111106
Asia Pacific,,1999,2772.913458333333
Asia Pacific,,2000,2984.2839722222225
Asia Pacific,,2001,3166.662208333333
Asia Pacific,,2002,3313.4200972222225
Asia Pacific,,2003,3588.41105
Asia Pacific,,2004,3802.256836111111
Asia Pacific,,2005,4084.769525
Asia Pacific,,2006,4395.146727777777
Asia Pacific,,2007,4733.922283333333
Asia Pacific,,2008,5037.243986111111
Asia Pacific,,2009,5156.418522222222
Asia Pacific,,2010,5755.561286111111
Asia Pacific,,2011,6207.120058333334
Asia Pacific,,2012,6619.577622222222
Asia Pacific,,2013,6860.6317944444445
Asia Pacific,,2014,7060.499258333333
Asia Pacific,,2015,7163.782572222222
Asia Pacific,,2016,7333.024280555555
Asia Pacific,,2017,7725.9257
Asia Pacific,,2018,8297.327563888888
Asia Pacific,,2019,8581.197775
Asia Pacific,,2020,8615.945644444444
Australia,AUS,1965,0.0294749999999999
Australia,AUS,1966,0.0393
Australia,AUS,1967,0.0393
Australia,AUS,1968,0.304575
Australia,AUS,1969,4.1265
Australia,AUS,1970,17.30397472222222
Australia,AUS,1971,25.826679444444444
Australia,AUS,1972,37.074262777777776
Australia,AUS,1973,47.0688
Australia,AUS,1974,53.701990277777774
Australia,AUS,1975,57.66997055555555
Australia,AUS,1976,68.0772175
Australia,AUS,1977,77.76843777777778
Australia,AUS,1978,83.72538055555556
Australia,AUS,1979,96.37518277777778
Australia,AUS,1980,110.66587916666668
Australia,AUS,1981,119.9443897222222
Australia,AUS,1982,116.98083527777776
Australia,AUS,1983,127.07482055555556
Australia,AUS,1984,125.31726388888887
Australia,AUS,1985,133.95262333333332
Australia,AUS,1986,146.3292813888889
Australia,AUS,1987,149.39459083333335
Australia,AUS,1988,152.99339555555557
Australia,AUS,1989,166.87564138888888
Australia,AUS,1990,167.75947722222222
Australia,AUS,1991,160.8210097222222
Australia,AUS,1992,166.36957027777777
Australia,AUS,1993,172.49343305555556
Australia,AUS,1994,191.5665675
Australia,AUS,1995,193.41569222222225
Australia,AUS,1996,194.8266325
Australia,AUS,1997,191.3050511111111
Australia,AUS,1998,196.9532063888889
Australia,AUS,1999,201.74053666666663
Australia,AUS,2000,205.55079527777775
Australia,AUS,2001,221.6931911111111
Australia,AUS,2002,228.1481705555556
Australia,AUS,2003,229.94289277777776
Australia,AUS,2004,234.5360094444445
Australia,AUS,2005,232.58982305555557
Australia,AUS,2006,259.43063083333334
Australia,AUS,2007,290.19815500000004
Australia,AUS,2008,285.34957944444443
Australia,AUS,2009,291.3643430555556
Australia,AUS,2010,317.06426500000003
Australia,AUS,2011,327.93732916666664
Australia,AUS,2012,329.6105136111111
Australia,AUS,2013,346.7392047222222
Australia,AUS,2014,372.2093341666667
Australia,AUS,2015,387.9579644444444
Australia,AUS,2016,378.7089327777778
Australia,AUS,2017,371.1438166666666
Australia,AUS,2018,358.26206194444444
Australia,AUS,2019,420.9097091666667
Australia,AUS,2020,408.98596305555554
Austria,AUT,1965,17.528646944444443
Austria,AUT,1966,18.821034166666667
Austria,AUT,1967,18.03168361111111
Austria,AUT,1968,19.22896972222222
Austria,AUT,1969,23.32915694444444
Austria,AUT,1970,28.29800222222222
Austria,AUT,1971,32.50664666666667
Austria,AUT,1972,35.129752499999995
Austria,AUT,1973,38.61119916666667
Austria,AUT,1974,41.85197
Austria,AUT,1975,41.80161888888888
Austria,AUT,1976,47.6101125
Austria,AUT,1977,48.520337777777776
Austria,AUT,1978,50.46823861111111
Austria,AUT,1979,50.04036638888888
Austria,AUT,1980,48.07397638888889
Austria,AUT,1981,45.82409777777777
Austria,AUT,1982,44.355265
Austria,AUT,1983,45.25705944444445
Austria,AUT,1984,50.38988888888889
Austria,AUT,1985,53.99160444444444
Austria,AUT,1986,52.421265
Austria,AUT,1987,54.68577833333333
Austria,AUT,1988,52.38502916666667
Austria,AUT,1989,56.25981972222222
Austria,AUT,1990,61.93490333333333
Austria,AUT,1991,65.66419138888888
Austria,AUT,1992,64.48223416666666
Austria,AUT,1993,67.81245138888889
Austria,AUT,1994,69.75149416666667
Austria,AUT,1995,76.15716027777778
Austria,AUT,1996,81.06088
Austria,AUT,1997,78.1257161111111
Austria,AUT,1998,80.20729138888889
Austria,AUT,1999,81.92762833333333
Austria,AUT,2000,78.20515416666667
Austria,AUT,2001,82.88196083333334
Austria,AUT,2002,81.48536944444444
Austria,AUT,2003,89.62971833333333
Austria,AUT,2004,90.4923375
Austria,AUT,2005,95.27706444444443
Austria,AUT,2006,89.53200777777778
Austria,AUT,2007,84.70895416666667
Austria,AUT,2008,90.68554861111112
Austria,AUT,2009,88.31913861111111
Austria,AUT,2010,96.12812111111111
Austria,AUT,2011,90.41806694444443
Austria,AUT,2012,86.24141583333333
Austria,AUT,2013,82.00461138888889
Austria,AUT,2014,75.10975583333334
Austria,AUT,2015,79.68095000000001
Austria,AUT,2016,83.42190277777779
Austria,AUT,2017,90.6985386111111
Austria,AUT,2018,86.86918916666667
Austria,AUT,2019,89.00441027777778
Austria,AUT,2020,85.27519027777777
Azerbaijan,AZE,1985,132.59971972222223
Azerbaijan,AZE,1986,147.33085555555556
Azerbaijan,AZE,1987,145.51261805555555
Azerbaijan,AZE,1988,143.69438055555557
Azerbaijan,AZE,1989,150.97220499999997
Azerbaijan,AZE,1990,153.97010333333333
Azerbaijan,AZE,1991,147.33085555555556
Azerbaijan,AZE,1992,114.5830825
Azerbaijan,AZE,1993,84.57972722222222
Azerbaijan,AZE,1994,79.12013999999999
Azerbaijan,AZE,1995,78.20858416666667
Azerbaijan,AZE,1996,57.29641583333333
Azerbaijan,AZE,1997,54.5666225
Azerbaijan,AZE,1998,50.92039833333333
Azerbaijan,AZE,1999,54.5666225
Azerbaijan,AZE,2000,52.74351027777777
Azerbaijan,AZE,2001,75.65427722222223
Azerbaijan,AZE,2002,75.86876111111111
Azerbaijan,AZE,2003,77.799115
Azerbaijan,AZE,2004,91.227915
Azerbaijan,AZE,2005,94.23216
Azerbaijan,AZE,2006,99.616005
Azerbaijan,AZE,2007,87.70809
Azerbaijan,AZE,2008,100.34574888888888
Azerbaijan,AZE,2009,85.68146388888889
Azerbaijan,AZE,2010,81.44875055555556
Azerbaijan,AZE,2011,89.2012888888889
Azerbaijan,AZE,2012,93.61445555555557
Azerbaijan,AZE,2013,94.02989388888888
Azerbaijan,AZE,2014,98.54446055555556
Azerbaijan,AZE,2015,111.465525
Azerbaijan,AZE,2016,109.306475
Azerbaijan,AZE,2017,106.16605
Azerbaijan,AZE,2018,108.158125
Azerbaijan,AZE,2019,117.89235638888889
Azerbaijan,AZE,2020,118.93685
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,4.39614
Bangladesh,BGD,1973,6.08249
Bangladesh,BGD,1974,6.687250000000001
Bangladesh,BGD,1975,6.72214
Bangladesh,BGD,1976,8.850430000000001
Bangladesh,BGD,1977,9.87387
Bangladesh,BGD,1978,10.89731
Bangladesh,BGD,1979,12.53714
Bangladesh,BGD,1980,14.11882
Bangladesh,BGD,1981,13.613856666666663
Bangladesh,BGD,1982,17.674846944444447
Bangladesh,BGD,1983,19.667185
Bangladesh,BGD,1984,22.70066305555555
Bangladesh,BGD,1985,25.780474444444444
Bangladesh,BGD,1986,29.07014888888889
Bangladesh,BGD,1987,34.155926111111114
Bangladesh,BGD,1988,40.20107805555556
Bangladesh,BGD,1989,42.49867166666666
Bangladesh,BGD,1990,45.74201305555555
Bangladesh,BGD,1991,47.107486944444446
Bangladesh,BGD,1992,51.37016388888889
Bangladesh,BGD,1993,57.50253166666666
Bangladesh,BGD,1994,60.98571666666666
Bangladesh,BGD,1995,67.42334027777778
Bangladesh,BGD,1996,72.36466583333333
Bangladesh,BGD,1997,71.13274138888889
Bangladesh,BGD,1998,76.8644611111111
Bangladesh,BGD,1999,83.80357611111111
Bangladesh,BGD,2000,90.58188666666668
Bangladesh,BGD,2001,101.43208944444444
Bangladesh,BGD,2002,106.71137666666668
Bangladesh,BGD,2003,114.78429833333333
Bangladesh,BGD,2004,123.40231916666666
Bangladesh,BGD,2005,132.63357694444446
Bangladesh,BGD,2006,143.63368194444445
Bangladesh,BGD,2007,153.36370555555555
Bangladesh,BGD,2008,163.76420138888886
Bangladesh,BGD,2009,187.4673830555556
Bangladesh,BGD,2010,192.53727138888888
Bangladesh,BGD,2011,195.821495
Bangladesh,BGD,2012,213.3627925
Bangladesh,BGD,2013,219.52786638888887
Bangladesh,BGD,2014,230.22271583333333
Bangladesh,BGD,2015,258.5406275
Bangladesh,BGD,2016,264.50946555555555
Bangladesh,BGD,2017,265.9267238888889
Bangladesh,BGD,2018,274.2900144444444
Bangladesh,BGD,2019,309.3437922222222
Bangladesh,BGD,2020,304.3475677777777
Belarus,BLR,1985,86.53183861111111
Belarus,BLR,1986,88.18871194444445
Belarus,BLR,1987,99.54344138888888
Belarus,BLR,1988,115.26033444444444
Belarus,BLR,1989,121.38234027777776
Belarus,BLR,1990,129.32503444444444
Belarus,BLR,1991,135.3487511111111
Belarus,BLR,1992,157.17828916666667
Belarus,BLR,1993,145.8329202777778
Belarus,BLR,1994,127.48562444444444
Belarus,BLR,1995,115.26033444444444
Belarus,BLR,1996,121.38234027777776
Belarus,BLR,1997,138.84035388888887
Belarus,BLR,1998,140.59083583333333
Belarus,BLR,1999,143.21187805555556
Belarus,BLR,2000,151.93620444444443
Belarus,BLR,2001,151.06564416666666
Belarus,BLR,2002,155.42780722222224
Belarus,BLR,2003,152.806765
Belarus,BLR,2004,185.34368777777777
Belarus,BLR,2005,190.0266180555556
Belarus,BLR,2006,193.9477680555556
Belarus,BLR,2007,194.7153588888889
Belarus,BLR,2008,199.4145133333333
Belarus,BLR,2009,169.31981305555556
Belarus,BLR,2010,207.28362833333333
Belarus,BLR,2011,192.26184861111116
Belarus,BLR,2012,194.1009833333333
Belarus,BLR,2013,192.70277277777777
Belarus,BLR,2014,191.21439527777775
Belarus,BLR,2015,178.98910527777778
Belarus,BLR,2016,177.87516222222223
Belarus,BLR,2017,182.08755166666668
Belarus,BLR,2018,193.1427336111111
Belarus,BLR,2019,191.644995
Belarus,BLR,2020,178.65054166666664
Belgium,BEL,1965,0.735
Belgium,BEL,1966,1.3265
Belgium,BEL,1967,5.055499999999999
Belgium,BEL,1968,12.299
Belgium,BEL,1969,25.335
Belgium,BEL,1970,39.75175
Belgium,BEL,1971,54.81475
Belgium,BEL,1972,69.1135
Belgium,BEL,1973,83.07225
Belgium,BEL,1974,97.35675
Belgium,BEL,1975,96.19474999999998
Belgium,BEL,1976,101.6115
Belgium,BEL,1977,99.9695
Belgium,BEL,1978,99.1245
Belgium,BEL,1979,108.30525
Belgium,BEL,1980,103.6315
Belgium,BEL,1981,95.5805
Belgium,BEL,1982,79.68624999999999
Belgium,BEL,1983,82.80874999999999
Belgium,BEL,1984,85.4505
Belgium,BEL,1985,85.864
Belgium,BEL,1986,77.095
Belgium,BEL,1987,85.0165
Belgium,BEL,1988,83.90599999999999
Belgium,BEL,1989,93.24425
Belgium,BEL,1990,95.6985
Belgium,BEL,1991,102.078
Belgium,BEL,1992,105.20125
Belgium,BEL,1993,110.093
Belgium,BEL,1994,112.576
Belgium,BEL,1995,124.5255
Belgium,BEL,1996,138.42075
Belgium,BEL,1997,132.04475
Belgium,BEL,1998,144.644
Belgium,BEL,1999,154.46024999999997
Belgium,BEL,2000,155.26274999999998
Belgium,BEL,2001,153.376
Belgium,BEL,2002,158.32524999999998
Belgium,BEL,2003,168.66575
Belgium,BEL,2004,171.88
Belgium,BEL,2005,168.93475
Belgium,BEL,2006,173.889
Belgium,BEL,2007,175.19025
Belgium,BEL,2008,174.0145
Belgium,BEL,2009,175.74065833333333
Belgium,BEL,2010,194.04
Belgium,BEL,2011,165.23999999999998
Belgium,BEL,2012,167.39999999999998
Belgium,BEL,2013,165.33
Belgium,BEL,2014,144.63
Belgium,BEL,2015,158.499
Belgium,BEL,2016,161.892
Belgium,BEL,2017,164.11499999999998
Belgium,BEL,2018,168.741
Belgium,BEL,2019,173.83499999999998
Belgium,BEL,2020,169.9818
Brazil,BRA,1965,0.5134216666666667
Brazil,BRA,1966,0.6004025000000001
Brazil,BRA,1967,0.6787161111111111
Brazil,BRA,1968,0.7172897222222222
Brazil,BRA,1969,0.755965
Brazil,BRA,1970,0.8110124999999999
Brazil,BRA,1971,1.2773444444444444
Brazil,BRA,1972,1.753814166666667
Brazil,BRA,1973,2.007255555555556
Brazil,BRA,1974,3.862446388888889
Brazil,BRA,1975,4.1969891666666665
Brazil,BRA,1976,4.835661388888889
Brazil,BRA,1977,6.031904722222222
Brazil,BRA,1978,7.937783888888888
Brazil,BRA,1979,8.698107777777777
Brazil,BRA,1980,10.16806777777778
Brazil,BRA,1981,9.123889444444444
Brazil,BRA,1982,13.037024166666663
Brazil,BRA,1983,17.629381944444443
Brazil,BRA,1984,20.51861333333333
Brazil,BRA,1985,25.73950583333333
Brazil,BRA,1986,29.987183055555555
Brazil,BRA,1987,33.474536388888886
Brazil,BRA,1988,33.697564722222225
Brazil,BRA,1989,34.54912777777778
Brazil,BRA,1990,31.455135833333333
Brazil,BRA,1991,32.700607500000004
Brazil,BRA,1992,37.04399444444445
Brazil,BRA,1993,43.39462694444445
Brazil,BRA,1994,47.39170166666666
Brazil,BRA,1995,52.304946388888894
Brazil,BRA,1996,57.62748888888888
Brazil,BRA,1997,62.62491694444444
Brazil,BRA,1998,65.63152222222222
Brazil,BRA,1999,77.88045527777777
Brazil,BRA,2000,97.0450525
Brazil,BRA,2001,122.86193888888889
Brazil,BRA,2002,145.1625197222222
Brazil,BRA,2003,162.47292
Brazil,BRA,2004,193.22483722222225
Brazil,BRA,2005,201.27115694444444
Brazil,BRA,2006,211.69781694444444
Brazil,BRA,2007,218.01636416666668
Brazil,BRA,2008,256.6088547222222
Brazil,BRA,2009,206.6861380555556
Brazil,BRA,2010,275.7677925
Brazil,BRA,2011,274.83424972222224
Brazil,BRA,2012,325.76533277777776
Brazil,BRA,2013,383.82772777777774
Brazil,BRA,2014,406.5547425
Brazil,BRA,2015,429.3654086111111
Brazil,BRA,2016,370.8788244444444
Brazil,BRA,2017,376.3202836111111
Brazil,BRA,2018,358.9079766666666
Brazil,BRA,2019,357.3334880555555
Brazil,BRA,2020,321.1816986111112
Bulgaria,BGR,1965,0.5627249999999999
Bulgaria,BGR,1966,0.839475
Bulgaria,BGR,1967,2.555325
Bulgaria,BGR,1968,3.9114
Bulgaria,BGR,1969,4.068225
Bulgaria,BGR,1970,3.67155
Bulgaria,BGR,1971,2.8765
Bulgaria,BGR,1972,1.938
Bulgaria,BGR,1973,1.9525
Bulgaria,BGR,1974,4.2545
Bulgaria,BGR,1975,11.29875
Bulgaria,BGR,1976,19.76075
Bulgaria,BGR,1977,25.2155
Bulgaria,BGR,1978,26.90025
Bulgaria,BGR,1979,28.7795
Bulgaria,BGR,1980,36.9915
Bulgaria,BGR,1981,40.23925
Bulgaria,BGR,1982,44.528
Bulgaria,BGR,1983,46.7895
Bulgaria,BGR,1984,49.195
Bulgaria,BGR,1985,53.658
Bulgaria,BGR,1986,53.2855
Bulgaria,BGR,1987,59.423
Bulgaria,BGR,1988,57.7245
Bulgaria,BGR,1989,59.42325
Bulgaria,BGR,1990,63.0175
Bulgaria,BGR,1991,53.2195
Bulgaria,BGR,1992,47.12125
Bulgaria,BGR,1993,43.84575
Bulgaria,BGR,1994,43.86275
Bulgaria,BGR,1995,52.93925
Bulgaria,BGR,1996,54.08425
Bulgaria,BGR,1997,43.14725
Bulgaria,BGR,1998,36.1015
Bulgaria,BGR,1999,31.2785
Bulgaria,BGR,2000,34.06825
Bulgaria,BGR,2001,28.63925
Bulgaria,BGR,2002,25.393
Bulgaria,BGR,2003,26.833
Bulgaria,BGR,2004,26.19875
Bulgaria,BGR,2005,32.664
Bulgaria,BGR,2006,33.657
Bulgaria,BGR,2007,33.919000000000004
Bulgaria,BGR,2008,33.92125
Bulgaria,BGR,2009,24.26375
Bulgaria,BGR,2010,26.72275
Bulgaria,BGR,2011,30.5945
Bulgaria,BGR,2012,28.51225
Bulgaria,BGR,2013,27.544
Bulgaria,BGR,2014,27.3615
Bulgaria,BGR,2015,30.0035
Bulgaria,BGR,2016,31.2505
Bulgaria,BGR,2017,32.1365
Bulgaria,BGR,2018,30.22925
Bulgaria,BGR,2019,28.30875
Bulgaria,BGR,2020,29.2065
CIS,,1965,1216.7582716666666
CIS,,1966,1357.3743372222225
CIS,,1967,1494.4250752777778
CIS,,1968,1613.6040444444443
CIS,,1969,1724.4338297222223
CIS,,1970,1894.8474577777777
CIS,,1971,2071.2183425
CIS,,1972,2178.4828002777776
CIS,,1973,2369.1488430555555
CIS,,1974,2512.1568366666665
CIS,,1975,2740.9696269444444
CIS,,1976,3016.267066666667
CIS,,1977,3231.969380555556
CIS,,1978,3446.4757305555554
CIS,,1979,3658.601433333333
CIS,,1980,3770.773858333333
CIS,,1981,3993.0426916666665
CIS,,1982,4310.458383333334
CIS,,1983,4621.894255555555
CIS,,1984,5043.178316666666
CIS,,1985,4341.374561111111
CIS,,1986,4455.801483333333
CIS,,1987,4698.105380555556
CIS,,1988,4951.151838888889
CIS,,1989,5062.074330555555
CIS,,1990,5109.828841666666
CIS,,1991,5205.003197222222
CIS,,1992,5052.191780555556
CIS,,1993,5001.28505
CIS,,1994,4697.595272222222
CIS,,1995,4558.788280555555
CIS,,1996,4612.053363888889
CIS,,1997,4274.642525
CIS,,1998,4436.176216666667
CIS,,1999,4482.182394444444
CIS,,2000,4517.764905555555
CIS,,2001,4632.704147222222
CIS,,2002,4663.298641666667
CIS,,2003,4744.714880555556
CIS,,2004,4905.590311111111
CIS,,2005,4988.433097222222
CIS,,2006,5186.420505555555
CIS,,2007,5294.637030555556
CIS,,2008,5197.488330555556
CIS,,2009,4985.6205
CIS,,2010,5298.077111111112
CIS,,2011,5479.702675
CIS,,2012,5436.881083333333
CIS,,2013,5357.354316666667
CIS,,2014,5383.701158333333
CIS,,2015,5282.361869444444
CIS,,2016,5370.9985916666665
CIS,,2017,5479.233130555555
CIS,,2018,5806.444155555556
CIS,,2019,5741.920130555556
CIS,,2020,5382.070469444445
Canada,CAN,1965,216.684225
Canada,CAN,1966,237.2248875
Canada,CAN,1967,251.9172
Canada,CAN,1968,280.520775
Canada,CAN,1969,313.496325
Canada,CAN,1970,346.338525
Canada,CAN,1971,369.66525
Canada,CAN,1972,415.794825
Canada,CAN,1973,442.179075
Canada,CAN,1974,446.979675
Canada,CAN,1975,461.5815
Canada,CAN,1976,465.67725
Canada,CAN,1977,488.442
Canada,CAN,1978,493.10925
Canada,CAN,1979,500.634
Canada,CAN,1980,497.49075
Canada,CAN,1981,482.727
Canada,CAN,1982,511.20675
Canada,CAN,1983,487.4895
Canada,CAN,1984,541.11525
Canada,CAN,1985,567.600465
Canada,CAN,1986,546.2539875
Canada,CAN,1987,552.8691
Canada,CAN,1988,608.4750975
Canada,CAN,1989,657.7812600000001
Canada,CAN,1990,637.6044525
Canada,CAN,1991,642.0107175
Canada,CAN,1992,680.55363
Canada,CAN,1993,722.0816775
Canada,CAN,1994,747.5286675
Canada,CAN,1995,772.519
Canada,CAN,1996,785.5822499999999
Canada,CAN,1997,801.0565
Canada,CAN,1998,787.5727499999999
Canada,CAN,1999,841.914
Canada,CAN,2000,892.2072499999999
Canada,CAN,2001,840.422
Canada,CAN,2002,874.66525
Canada,CAN,2003,897.848
Canada,CAN,2004,878.1977499999999
Canada,CAN,2005,883.8019999999999
Canada,CAN,2006,875.8392499999999
Canada,CAN,2007,933.61125
Canada,CAN,2008,932.03225
Canada,CAN,2009,905.26375
Canada,CAN,2010,920.159
Canada,CAN,2011,1011.23825
Canada,CAN,2012,998.05275
Canada,CAN,2013,1059.4485
Canada,CAN,2014,1103.5305
Canada,CAN,2015,1104.53825
Canada,CAN,2016,1064.4344999999998
Canada,CAN,2017,1103.056
Canada,CAN,2018,1164.2125
Canada,CAN,2019,1178.44225
Canada,CAN,2020,1126.3510880555557
Central America,,1965,0
Central America,,1966,0
Central America,,1967,0
Central America,,1968,0
Central America,,1969,0
Central America,,1970,0
Central America,,1971,0
Central America,,1972,0
Central America,,1973,0
Central America,,1974,0
Central America,,1975,0
Central America,,1976,0
Central America,,1977,0
Central America,,1978,0
Central America,,1979,0
Central America,,1980,0
Central America,,1981,0
Central America,,1982,0
Central America,,1983,0
Central America,,1984,0
Central America,,1985,0
Central America,,1986,0
Central America,,1987,0
Central America,,1988,0
Central America,,1989,0
Central America,,1990,0
Central America,,1991,0
Central America,,1992,0
Central America,,1993,0
Central America,,1994,0
Central America,,1995,0
Central America,,1996,0
Central America,,1997,0
Central America,,1998,0
Central America,,1999,0
Central America,,2000,0
Central America,,2001,0
