Entity,Code,Year,Gas consumption per capita (BP & UN (2017 revision))
Australia,AUS,2012,15.51465231
Australia,AUS,2013,16.05149376
Australia,AUS,2014,17.06479259
Australia,AUS,2015,18.85973701
Austria,AUT,1965,2.6048946959999997
Austria,AUT,1966,2.779042583
Austria,AUT,1967,2.646317904
Austria,AUT,1968,2.805944298
Austria,AUT,1969,3.3861548320000003
Austria,AUT,1970,4.087206553
Austria,AUT,1971,4.673874586
Austria,AUT,1972,5.030524667
Austria,AUT,1973,5.5102024290000005
Austria,AUT,1974,5.957636233000001
Austria,AUT,1975,5.941587844
Austria,AUT,1976,6.7644839050000005
Austria,AUT,1977,6.897576561
Austria,AUT,1978,7.182780192
Austria,AUT,1979,7.1311162679999995
Austria,AUT,1980,6.858212472
Austria,AUT,1981,6.541749499
Austria,AUT,1982,6.3340044760000005
Austria,AUT,1983,6.461999308
Austria,AUT,1984,7.1909231810000005
Austria,AUT,1985,7.697243884000001
Austria,AUT,1986,7.463055274
Austria,AUT,1987,7.771221143
Austria,AUT,1988,7.425327045
Austria,AUT,1989,7.945788997
Austria,AUT,1990,8.704973614
Austria,AUT,1991,9.171239443000001
Austria,AUT,1992,8.939185721
Austria,AUT,1993,9.328010539000001
Austria,AUT,1994,9.528187025
Austria,AUT,1995,10.34734139
Austria,AUT,1996,10.97549396
Austria,AUT,1997,10.558308349999999
Austria,AUT,1998,10.828604219999999
Austria,AUT,1999,11.047038140000002
Austria,AUT,2000,10.5213677
Austria,AUT,2001,11.111358300000001
Austria,AUT,2002,10.87488983
Austria,AUT,2003,11.901190399999999
Austria,AUT,2004,11.955843419999999
Austria,AUT,2005,12.53180739
Austria,AUT,2006,11.73197409
Austria,AUT,2007,11.06385603
Austria,AUT,2008,11.80657669
Austria,AUT,2009,11.45509745
Austria,AUT,2010,12.40876283
Austria,AUT,2011,11.602811299999999
Austria,AUT,2012,10.99189778
Austria,AUT,2013,10.46133758
Austria,AUT,2014,9.539202371
Austria,AUT,2015,10.0682612
Azerbaijan,AZE,1985,20.71735428
Azerbaijan,AZE,1986,22.638156910000003
Azerbaijan,AZE,1987,21.9859675
Azerbaijan,AZE,1988,21.35007242
Azerbaijan,AZE,1989,22.06386188
Azerbaijan,AZE,1990,22.142362870000003
Azerbaijan,AZE,1991,20.85575905
Azerbaijan,AZE,1992,15.97286939
Azerbaijan,AZE,1993,11.61935609
Azerbaijan,AZE,1994,10.72512105
Azerbaijan,AZE,1995,10.476720349999999
Azerbaijan,AZE,1996,7.596423185
Azerbaijan,AZE,1997,7.170482275
Azerbaijan,AZE,1998,6.6383636070000005
Azerbaijan,AZE,1999,7.056119576
Azerbaijan,AZE,2000,6.763157722
Azerbaijan,AZE,2001,9.612732576
Azerbaijan,AZE,2002,9.547391724999999
Azerbaijan,AZE,2003,9.691274099000001
Azerbaijan,AZE,2004,10.315629450000001
Azerbaijan,AZE,2005,10.543368860000001
Azerbaijan,AZE,2006,11.027466340000002
Azerbaijan,AZE,2007,9.604529438
Azerbaijan,AZE,2008,10.86685027
Azerbaijan,AZE,2009,9.17222583
Azerbaijan,AZE,2010,8.614810965
Azerbaijan,AZE,2011,9.317280398000001
Azerbaijan,AZE,2012,9.653140142
Azerbaijan,AZE,2013,9.571617604
Azerbaijan,AZE,2014,10.36898517
Azerbaijan,AZE,2015,11.589884110000002
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,0.06503409077000001
Bangladesh,BGD,1973,0.08854833411
Bangladesh,BGD,1974,0.09569014095
Bangladesh,BGD,1975,0.09427183209000001
Bangladesh,BGD,1976,0.12124020210000001
Bangladesh,BGD,1977,0.13178180750000001
Bangladesh,BGD,1978,0.14146132600000003
Bangladesh,BGD,1979,0.1582237521
Bangladesh,BGD,1980,0.17329901760000002
Bangladesh,BGD,1981,0.1768344434
Bangladesh,BGD,1982,0.2234815496
Bangladesh,BGD,1983,0.2421112315
Bangladesh,BGD,1984,0.272080746
Bangladesh,BGD,1985,0.3008133503
Bangladesh,BGD,1986,0.3301902867
Bangladesh,BGD,1987,0.37769438250000004
Bangladesh,BGD,1988,0.4329561792
Bangladesh,BGD,1989,0.446108304
Bangladesh,BGD,1990,0.468445091
Bangladesh,BGD,1991,0.4711642075
Bangladesh,BGD,1992,0.5022754823000001
Bangladesh,BGD,1993,0.550004896
Bangladesh,BGD,1994,0.5708339195
Bangladesh,BGD,1995,0.6176691234999999
Bangladesh,BGD,1996,0.6489271444
Bangladesh,BGD,1997,0.6245665925
Bangladesh,BGD,1998,0.6610513984
Bangladesh,BGD,1999,0.7063084136
Bangladesh,BGD,2000,0.7486328204
Bangladesh,BGD,2001,0.8225170173
Bangladesh,BGD,2002,0.8495313083999999
Bangladesh,BGD,2003,0.897903793
Bangladesh,BGD,2004,0.9496851095
Bangladesh,BGD,2005,1.005614752
Bangladesh,BGD,2006,1.0745062660000002
Bangladesh,BGD,2007,1.133484839
Bangladesh,BGD,2008,1.196797182
Bangladesh,BGD,2009,1.355006632
Bangladesh,BGD,2010,1.376153583
Bangladesh,BGD,2011,1.383596973
Bangladesh,BGD,2012,1.48996514
Bangladesh,BGD,2013,1.515074701
Bangladesh,BGD,2014,1.570604939
Bangladesh,BGD,2015,1.744146096
Belarus,BLR,1985,9.419071187
Belarus,BLR,1986,9.537907459
Belarus,BLR,1987,10.70060209
Belarus,BLR,1988,12.32277682
Belarus,BLR,1989,12.921871789999999
Belarus,BLR,1990,13.73113264
Belarus,BLR,1991,14.35697854
Belarus,BLR,1992,16.68348904
Belarus,BLR,1993,15.5084877
Belarus,BLR,1994,13.593532600000001
Belarus,BLR,1995,12.32803043
Belarus,BLR,1996,13.02482548
Belarus,BLR,1997,14.952011270000002
Belarus,BLR,1998,15.20054669
Belarus,BLR,1999,15.55545111
Belarus,BLR,2000,16.59189709
Belarus,BLR,2001,16.5978244
Belarus,BLR,2002,17.19242684
Belarus,BLR,2003,17.018916270000002
Belarus,BLR,2004,19.38141177
Belarus,BLR,2005,19.98543776
Belarus,BLR,2006,20.49689161
Belarus,BLR,2007,20.660392690000002
Belarus,BLR,2008,21.22472639
Belarus,BLR,2009,17.77902182
Belarus,BLR,2010,21.811450819999997
Belarus,BLR,2011,20.23032547
Belarus,BLR,2012,20.471644140000002
Belarus,BLR,2013,20.474242300000004
Belarus,BLR,2014,20.246982520000003
Belarus,BLR,2015,17.17936488
Belgium,BEL,1965,0.07782769457000001
Belgium,BEL,1966,0.13979708400000002
Belgium,BEL,1967,0.5305360182
Belgium,BEL,1968,1.2857537870000002
Belgium,BEL,1969,2.639158444
Belgium,BEL,1970,4.126973333
Belgium,BEL,1971,5.672452873999999
Belgium,BEL,1972,7.130361918
Belgium,BEL,1973,8.545858704
Belgium,BEL,1974,9.988360544999999
Belgium,BEL,1975,9.844333356
Belgium,BEL,1976,10.37404935
Belgium,BEL,1977,10.18361982
Belgium,BEL,1978,10.07689075
Belgium,BEL,1979,10.99057302
Belgium,BEL,1980,10.500714610000001
Belgium,BEL,1981,9.673560046
Belgium,BEL,1982,8.05739819
Belgium,BEL,1983,8.366311776
Belgium,BEL,1984,8.625812621
Belgium,BEL,1985,8.65863204
Belgium,BEL,1986,7.764987044000001
Belgium,BEL,1987,8.550998668
Belgium,BEL,1988,8.425126167
Belgium,BEL,1989,9.342946457
Belgium,BEL,1990,9.494386873
Belgium,BEL,1991,10.11831331
Belgium,BEL,1992,10.44326208
Belgium,BEL,1993,10.81159448
Belgium,BEL,1994,11.07652099
Belgium,BEL,1995,12.11481985
Belgium,BEL,1996,13.46126059
Belgium,BEL,1997,12.814084880000001
Belgium,BEL,1998,14.17129167
Belgium,BEL,1999,15.12260657
Belgium,BEL,2000,15.12115843
Belgium,BEL,2001,14.85419787
Belgium,BEL,2002,15.01082742
Belgium,BEL,2003,16.075893609999998
Belgium,BEL,2004,16.1686172
Belgium,BEL,2005,16.24029121
Belgium,BEL,2006,16.4300955
Belgium,BEL,2007,16.22933519
Belgium,BEL,2008,16.00936825
Belgium,BEL,2009,16.1827861
Belgium,BEL,2010,18.06558782
Belgium,BEL,2011,14.98828424
Belgium,BEL,2012,15.06797996
Belgium,BEL,2013,14.78820319
Belgium,BEL,2014,12.864940350000001
Belgium,BEL,2015,14.01527516
Brazil,BRA,1965,0.006253438067
Brazil,BRA,1966,0.007113526453000001
Brazil,BRA,1967,0.007826776051
Brazil,BRA,1968,0.008055513993
Brazil,BRA,1969,0.00827261776
Brazil,BRA,1970,0.008652337648999999
Brazil,BRA,1971,0.0132924709
Brazil,BRA,1972,0.01781071552
Brazil,BRA,1973,0.0198995309
Brazil,BRA,1974,0.037385854770000004
Brazil,BRA,1975,0.039664107750000004
Brazil,BRA,1976,0.044621450789999996
Brazil,BRA,1977,0.054350695090000005
Brazil,BRA,1978,0.06984676326
Brazil,BRA,1979,0.07474885431
Brazil,BRA,1980,0.0853494997
Brazil,BRA,1981,0.07481196139
Brazil,BRA,1982,0.10444213290000001
Brazil,BRA,1983,0.1380409679
Brazil,BRA,1984,0.1571334518
Brazil,BRA,1985,0.1929377568
Brazil,BRA,1986,0.2201955468
Brazil,BRA,1987,0.24097659070000002
Brazil,BRA,1988,0.23798650280000003
Brazil,BRA,1989,0.2395254514
Brazil,BRA,1990,0.21419091839999999
Brazil,BRA,1991,0.21882660150000002
Brazil,BRA,1992,0.243741587
Brazil,BRA,1993,0.2808603222
Brazil,BRA,1994,0.301789696
Brazil,BRA,1995,0.32775872440000003
Brazil,BRA,1996,0.3553816104
Brazil,BRA,1997,0.3801335649
Brazil,BRA,1998,0.3922372165
Brazil,BRA,1999,0.4584670647
Brazil,BRA,2000,0.5630451088
Brazil,BRA,2001,0.702954267
Brazil,BRA,2002,0.8194806868
Brazil,BRA,2003,0.9054856074000001
Brazil,BRA,2004,1.063718197
Brazil,BRA,2005,1.0950976700000001
Brazil,BRA,2006,1.139061068
Brazil,BRA,2007,1.16068966
Brazil,BRA,2008,1.352329352
Brazil,BRA,2009,1.078522939
Brazil,BRA,2010,1.425107531
Brazil,BRA,2011,1.406769798
Brazil,BRA,2012,1.651883324
Brazil,BRA,2013,1.9285383
Brazil,BRA,2014,2.024679642
Brazil,BRA,2015,2.120121147
Bulgaria,BGR,1965,0.07779292597
Bulgaria,BGR,1966,0.1151160594
Bulgaria,BGR,1967,0.347085662
Bulgaria,BGR,1968,0.5288931953
Bulgaria,BGR,1969,0.5461126564
Bulgaria,BGR,1970,0.4893977955
Bulgaria,BGR,1971,0.3360802377
Bulgaria,BGR,1972,0.2251234258
Bulgaria,BGR,1973,0.22557457690000002
Bulgaria,BGR,1974,0.4890713897
Bulgaria,BGR,1975,1.293005633
Bulgaria,BGR,1976,2.2525700950000003
Bulgaria,BGR,1977,2.864784078
Bulgaria,BGR,1978,3.047146278
Bulgaria,BGR,1979,3.250750267
Bulgaria,BGR,1980,4.1662842
Bulgaria,BGR,1981,4.518690422
Bulgaria,BGR,1982,4.985963541
Bulgaria,BGR,1983,5.2260821260000005
Bulgaria,BGR,1984,5.485091967000001
Bulgaria,BGR,1985,5.978413402
Bulgaria,BGR,1986,5.9387778330000005
Bulgaria,BGR,1987,6.631681902
Bulgaria,BGR,1988,6.459366846
Bulgaria,BGR,1989,6.678686221
Bulgaria,BGR,1990,7.127571052
Bulgaria,BGR,1991,6.070510751
Bulgaria,BGR,1992,5.431066188
Bulgaria,BGR,1993,5.112676948000001
Bulgaria,BGR,1994,5.175747867
Bulgaria,BGR,1995,6.31795116
Bulgaria,BGR,1996,6.5225620950000005
Bulgaria,BGR,1997,5.254346041
Bulgaria,BGR,1998,4.43640136
Bulgaria,BGR,1999,3.877396015
Bulgaria,BGR,2000,4.259709592
Bulgaria,BGR,2001,3.611258292
Bulgaria,BGR,2002,3.2281620109999998
Bulgaria,BGR,2003,3.438417372
Bulgaria,BGR,2004,3.3834246130000003
Bulgaria,BGR,2005,4.251042099999999
Bulgaria,BGR,2006,4.414056521000001
Bulgaria,BGR,2007,4.482519969
Bulgaria,BGR,2008,4.5166118509999995
Bulgaria,BGR,2009,3.254245222
Bulgaria,BGR,2010,3.6089439120000004
Bulgaria,BGR,2011,4.159001377
Bulgaria,BGR,2012,3.900240247
Bulgaria,BGR,2013,3.790732935
Bulgaria,BGR,2014,3.7885558930000003
Bulgaria,BGR,2015,4.180276524
Canada,CAN,1965,12.08455308
Canada,CAN,1966,13.00054708
Canada,CAN,1967,13.56932392
Canada,CAN,1968,14.855151030000002
Canada,CAN,1969,16.32547176
Canada,CAN,1970,17.7409414
Canada,CAN,1971,18.6304925
Canada,CAN,1972,20.622637230000002
Canada,CAN,1973,21.593022389999998
Canada,CAN,1974,21.50702048
Canada,CAN,1975,21.90474356
Canada,CAN,1976,21.81619071
Canada,CAN,1977,22.60791222
Canada,CAN,1978,22.56495126
Canada,CAN,1979,22.66020492
Canada,CAN,1980,22.27990414
Canada,CAN,1981,21.39746625
Canada,CAN,1982,22.43381081
Canada,CAN,1983,21.17659992
Canada,CAN,1984,23.25347544
Canada,CAN,1985,24.10667232
Canada,CAN,1986,22.90428053
Canada,CAN,1987,22.86608576
Canada,CAN,1988,24.81281608
Canada,CAN,1989,26.452092580000002
Canada,CAN,1990,25.30134413
Canada,CAN,1991,25.15649751
Canada,CAN,1992,26.3475745
Canada,CAN,1993,27.63698498
Canada,CAN,1994,28.30056385
Canada,CAN,1995,29.42775629
Canada,CAN,1996,30.592217079999998
Canada,CAN,1997,30.512851350000002
Canada,CAN,1998,28.936627970000004
Canada,CAN,1999,30.02625086
Canada,CAN,2000,31.567385190000003
Canada,CAN,2001,29.75433657
Canada,CAN,2002,30.133209920000002
Canada,CAN,2003,32.31939387
Canada,CAN,2004,31.14649459
Canada,CAN,2005,31.70519413
Canada,CAN,2006,31.08308333
Canada,CAN,2007,30.494567340000003
Canada,CAN,2008,30.1038816
Canada,CAN,2009,29.4074918
Canada,CAN,2010,29.11547684
Canada,CAN,2011,30.56282896
Canada,CAN,2012,30.055098450000003
Canada,CAN,2013,30.8457016
Canada,CAN,2014,30.64239496
Canada,CAN,2015,29.83264725
Chile,CHL,1965,0.7676784135000001
Chile,CHL,1966,0.7844779158
Chile,CHL,1967,0.6805572767
Chile,CHL,1968,0.5695506998
Chile,CHL,1969,0.7343897999
Chile,CHL,1970,0.7190418309000001
Chile,CHL,1971,0.7196258585
Chile,CHL,1972,0.6434701616
Chile,CHL,1973,0.49658741149999996
Chile,CHL,1974,0.5087176889
Chile,CHL,1975,0.5677066453999999
Chile,CHL,1976,0.6101401681999999
Chile,CHL,1977,0.6183125513
Chile,CHL,1978,0.5687971301
Chile,CHL,1979,0.6630971009
Chile,CHL,1980,0.6689232046
Chile,CHL,1981,0.6487463572000001
Chile,CHL,1982,0.6614055157000001
Chile,CHL,1983,0.7026776952
Chile,CHL,1984,0.7073679226
Chile,CHL,1985,0.6951632489
Chile,CHL,1986,0.6254451269
Chile,CHL,1987,0.5967301472000001
Chile,CHL,1988,0.8245126385
Chile,CHL,1989,1.2648023000000002
Chile,CHL,1990,1.335829457
Chile,CHL,1991,1.301176103
Chile,CHL,1992,1.43265329
Chile,CHL,1993,1.4608598990000001
Chile,CHL,1994,1.388133533
Chile,CHL,1995,1.311101
Chile,CHL,1996,1.313985973
Chile,CHL,1997,1.7638464200000001
Chile,CHL,1998,2.4042575590000004
Chile,CHL,1999,3.243065561
Chile,CHL,2000,4.1359820780000005
Chile,CHL,2001,4.632664869999999
Chile,CHL,2002,4.618611354
Chile,CHL,2003,4.940964706
Chile,CHL,2004,5.304641371
Chile,CHL,2005,5.076453496
Chile,CHL,2006,4.648046294
Chile,CHL,2007,2.711240554
Chile,CHL,2008,1.4936037590000002
Chile,CHL,2009,1.494660037
Chile,CHL,2010,3.039881656
Chile,CHL,2011,3.0622950070000003
Chile,CHL,2012,2.75610857
Chile,CHL,2013,2.7379777410000004
Chile,CHL,2014,2.247691316
Chile,CHL,2015,2.398095051
China,CHN,1965,0.01646305829
China,CHN,1966,0.019562698059999998
China,CHN,1967,0.02075352771
China,CHN,1968,0.01936018458
China,CHN,1969,0.02637676394
China,CHN,1970,0.037629840799999995
China,CHN,1971,0.0478366228
China,CHN,1972,0.06046133889
China,CHN,1973,0.07305994894
China,CHN,1974,0.0901167054
China,CHN,1975,0.1039208274
China,CHN,1976,0.1165645206
China,CHN,1977,0.1376866492
China,CHN,1978,0.15369812400000002
China,CHN,1979,0.16013538310000003
China,CHN,1980,0.1552688212
China,CHN,1981,0.1366790303
China,CHN,1982,0.126204529
China,CHN,1983,0.12731457000000002
China,CHN,1984,0.1276288659
China,CHN,1985,0.13057424169999998
China,CHN,1986,0.1364728744
China,CHN,1987,0.1351598447
China,CHN,1988,0.13707833600000002
China,CHN,1989,0.14089955839999999
China,CHN,1990,0.14065991460000002
China,CHN,1991,0.1445000752
China,CHN,1992,0.14263157
China,CHN,1993,0.1489122464
China,CHN,1994,0.1525960207
China,CHN,1995,0.1547285596
China,CHN,1996,0.1599482254
China,CHN,1997,0.1678640435
China,CHN,1998,0.17283841000000003
China,CHN,1999,0.18224751250000001
China,CHN,2000,0.2067543489
China,CHN,2001,0.23006467290000002
China,CHN,2002,0.2433230419
China,CHN,2003,0.2810438233
China,CHN,2004,0.3268997282
China,CHN,2005,0.3818444857
China,CHN,2006,0.4670237378
China,CHN,2007,0.5712082385999999
China,CHN,2008,0.654713685
China,CHN,2009,0.7168860695
China,CHN,2010,0.8558197152
China,CHN,2011,1.049233447
China,CHN,2012,1.1488751529999999
China,CHN,2013,1.301319151
China,CHN,2014,1.418585042
China,CHN,2015,1.459201343
Colombia,COL,1965,0.5084724515
Colombia,COL,1966,0.5148193374
Colombia,COL,1967,0.6183925251
Colombia,COL,1968,0.6125134591
Colombia,COL,1969,0.6504720942000001
Colombia,COL,1970,0.6157339929
Colombia,COL,1971,0.5751153392999999
Colombia,COL,1972,0.6862826801999999
Colombia,COL,1973,0.6952627181000001
Colombia,COL,1974,0.7074411411
Colombia,COL,1975,0.6520284204
Colombia,COL,1976,0.679391232
Colombia,COL,1977,0.743279506
Colombia,COL,1978,0.8999547433
Colombia,COL,1979,0.9486598416
Colombia,COL,1980,1.0228423930000001
Colombia,COL,1981,1.079592251
Colombia,COL,1982,1.1379428
Colombia,COL,1983,1.231503158
Colombia,COL,1984,1.196232195
Colombia,COL,1985,1.174790937
Colombia,COL,1986,1.170540328
Colombia,COL,1987,1.164332124
Colombia,COL,1988,1.145644794
Colombia,COL,1989,1.07240435
Colombia,COL,1990,1.091852677
Colombia,COL,1991,1.104984923
Colombia,COL,1992,1.0676928350000001
Colombia,COL,1993,1.089005858
Colombia,COL,1994,1.059010165
Colombia,COL,1995,1.107647174
Colombia,COL,1996,1.1853847659999999
Colombia,COL,1997,1.468220897
Colombia,COL,1998,1.679312481
Colombia,COL,1999,1.4291820800000001
Colombia,COL,2000,1.543803892
Colombia,COL,2001,1.5756797340000002
Colombia,COL,2002,1.5691744970000001
Colombia,COL,2003,1.4834334710000001
Colombia,COL,2004,1.5615279069999999
Colombia,COL,2005,1.6195382139999999
Colombia,COL,2006,1.678188441
Colombia,COL,2007,1.7550902160000001
Colombia,COL,2008,1.7619762129999998
Colombia,COL,2009,2.0064097750000003
Colombia,COL,2010,2.071115222
Colombia,COL,2011,1.995374883
Colombia,COL,2012,2.195745617
Colombia,COL,2013,2.213053604
Colombia,COL,2014,2.382005995
Colombia,COL,2015,2.324700869
Czechia,CZE,1965,0.4372971175
Czechia,CZE,1966,0.4572036882
Czechia,CZE,1967,0.5494188155
Czechia,CZE,1968,0.6781426258000001
Czechia,CZE,1969,0.7438714234
Czechia,CZE,1970,0.8161182878
Czechia,CZE,1971,1.010928179
Czechia,CZE,1972,1.092932029
Czechia,CZE,1973,1.193650833
Czechia,CZE,1974,1.4464446499999999
Czechia,CZE,1975,1.645656706
Czechia,CZE,1976,1.80530448
Czechia,CZE,1977,2.0383453609999997
Czechia,CZE,1978,2.27016979
Czechia,CZE,1979,2.53445411
Czechia,CZE,1980,2.9095044469999998
Czechia,CZE,1981,2.914173432
Czechia,CZE,1982,3.086961081
Czechia,CZE,1983,3.625713435
Czechia,CZE,1984,3.8643107409999997
Czechia,CZE,1985,4.748982952
Czechia,CZE,1986,5.020175206
Czechia,CZE,1987,5.476129706
Czechia,CZE,1988,5.5091535700000005
Czechia,CZE,1989,5.682738384
Czechia,CZE,1990,5.901726391
Czechia,CZE,1991,5.691618141
Czechia,CZE,1992,6.514867987
Czechia,CZE,1993,6.654304113999999
Czechia,CZE,1994,6.498231583
Czechia,CZE,1995,7.352495391000001
Czechia,CZE,1996,8.46692501
Czechia,CZE,1997,8.602161822
Czechia,CZE,1998,8.630489036
